Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Workout_Type,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days_per_week,Experience_Level,BMI,Base_MET,HR_Intensity,Effective_MET,Calories_Burned_kcal,Fat_Category,BMI_Category,Weekly_Workout_Hours
50,Male,78.2,1.7,167,141,79,0.46,Strength,16.1,3.0,4,1,27.2,6.0,0.7045454545,4.227272727,152.1,Fit,Overweight,1.84
26,Male,80.7,1.77,199,160,68,1.09,Strength,22.6,3.8,4,1,25.8,6.0,0.7022900763,4.213740458,370.7,Average,Overweight,4.36
26,Female,82.6,1.68,193,174,64,1.36,HIIT,21.9,3.7,6,3,29.1,9.5,0.8527131783,8.100775194,910.0,Average,Overweight,8.16
21,Male,68.0,1.73,205,164,67,1.36,Strength,20.7,4.1,7,2,22.8,6.0,0.7028985507,4.217391304,390.0,Average,Normal,9.520000000000001
52,Male,92.7,1.75,164,147,55,1.04,HIIT,21.9,3.3,5,2,30.2,9.5,0.8440366972,8.018348624,773.0,Average,Obesity,5.2
34,Male,75.6,1.63,185,146,74,0.73,Cardio,26.3,3.3,2,0,28.5,7.0,0.6486486486,4.540540541,250.6,High,Overweight,1.46
51,Male,65.0,1.71,177,139,69,0.7,Cardio,20.0,2.9,2,0,22.2,7.0,0.6481481481,4.537037037,206.4,Average,Normal,1.4
41,Female,86.8,1.65,181,142,68,0.65,Cardio,27.2,3.1,2,0,31.7,7.0,0.6548672566,4.584070796,258.6,High,Obesity,1.3
49,Female,71.6,1.67,170,138,64,1.11,Strength,18.3,4.3,6,2,25.8,6.0,0.6981132075,4.188679245,332.9,Fit,Overweight,6.66
18,Male,89.0,1.65,197,152,69,0.75,Cardio,18.7,2.9,5,1,32.8,7.0,0.6484375,4.5390625,303.0,Fit,Obesity,3.75
25,Female,75.2,1.73,189,141,81,0.4,Yoga,35.9,3.0,3,0,25.2,3.0,0.5555555556,1.666666667,50.1,Very High,Overweight,1.2000000000000002
40,Female,62.0,1.69,174,140,61,0.9,Strength,16.8,3.7,4,2,21.8,6.0,0.6991150442,4.194690265,234.1,Fit,Normal,3.6
57,Male,61.9,1.72,168,144,73,0.4,Mixed,25.5,3.5,2,0,20.9,8.0,0.7473684211,5.978947368,148.0,High,Normal,0.8
29,Male,63.6,1.68,195,165,77,0.55,Mixed,15.7,3.8,3,1,22.6,8.0,0.7457627119,5.966101695,208.7,Fit,Normal,1.6500000000000001
29,Female,50.1,1.52,194,148,64,1.13,Cardio,18.7,3.6,7,2,21.7,7.0,0.6461538462,4.523076923,256.1,Fit,Normal,7.909999999999999
32,Female,82.4,1.68,182,131,67,0.3,Yoga,21.1,3.4,5,1,29.1,3.0,0.5565217391,1.669565217,41.3,Average,Overweight,1.5
58,Female,67.9,1.69,161,127,64,1.16,Cardio,23.0,3.4,7,3,23.9,7.0,0.6494845361,4.546391753,358.1,Average,Normal,8.12
36,Female,52.3,1.7,186,169,73,0.82,HIIT,20.7,3.4,3,1,18.0,9.5,0.8495575221,8.07079646,346.1,Average,Underweight,2.46
43,Female,65.3,1.62,183,151,75,0.82,Strength,29.4,3.7,2,0,24.9,6.0,0.7037037037,4.222222222,226.1,High,Normal,1.64
46,Male,59.7,1.56,176,152,80,0.53,Mixed,25.8,3.8,2,0,24.5,8.0,0.75,6.0,189.8,High,Normal,1.06
39,Female,67.2,1.74,182,129,64,1.05,Yoga,20.2,3.8,3,1,22.1,3.0,0.5508474576,1.652542373,116.6,Average,Normal,3.1500000000000004
57,Female,68.5,1.65,158,113,57,1.33,Yoga,17.2,4.8,7,3,25.1,3.0,0.5544554455,1.663366337,151.5,Fit,Overweight,9.31
38,Female,68.6,1.7,187,152,70,1.25,Strength,17.9,3.6,6,3,23.8,6.0,0.7008547009,4.205128205,360.6,Fit,Normal,7.5
55,Female,72.4,1.65,164,126,55,1.24,Cardio,13.8,3.4,7,3,26.5,7.0,0.6513761468,4.559633028,409.3,Athletic / Very Fit,Overweight,8.68
37,Female,74.2,1.68,176,138,67,0.57,Cardio,26.2,2.8,3,1,26.3,7.0,0.6513761468,4.559633028,192.8,High,Overweight,1.71
46,Female,68.1,1.64,170,133,64,1.07,Cardio,28.1,3.4,3,1,25.5,7.0,0.6509433962,4.556603774,332.0,High,Overweight,3.21
21,Female,47.1,1.58,202,169,70,1.11,Mixed,24.1,5.0,5,1,18.8,8.0,0.75,6.0,313.7,Average,Normal,5.550000000000001
24,Female,96.9,1.73,200,181,73,1.08,HIIT,22.7,3.7,3,1,32.5,9.5,0.8503937008,8.078740157,845.5,Average,Obesity,3.24
45,Male,47.2,1.62,162,125,81,0.65,Yoga,23.8,3.6,3,0,18.0,3.0,0.5432098765,1.62962963,50.0,Average,Underweight,1.9500000000000002
45,Male,67.6,1.7,175,159,73,0.63,HIIT,16.7,2.5,2,0,23.5,9.5,0.8431372549,8.009803922,341.1,Fit,Normal,1.26
21,Female,58.1,1.72,193,154,65,0.71,Strength,22.7,3.6,3,1,19.6,6.0,0.6953125,4.171875,172.1,Average,Normal,2.13
39,Male,67.3,1.62,183,166,68,0.68,HIIT,24.0,3.0,2,0,25.6,9.5,0.852173913,8.095652174,370.5,Average,Overweight,1.36
29,Male,59.7,1.56,194,134,60,0.96,Yoga,10.8,3.9,6,3,24.6,3.0,0.552238806,1.656716418,94.9,Athletic / Very Fit,Normal,5.76
20,Male,84.2,1.9,195,153,76,1.19,Cardio,16.7,4.0,7,2,23.3,7.0,0.6470588235,4.529411765,453.8,Fit,Normal,8.33
39,Male,79.6,1.63,181,141,67,0.61,Cardio,24.7,3.4,5,1,30.1,7.0,0.649122807,4.543859649,220.6,Average,Obesity,3.05
19,Male,86.3,1.74,205,172,75,0.71,Mixed,21.5,4.2,2,0,28.4,8.0,0.7461538462,5.969230769,365.8,Average,Overweight,1.42
41,Male,79.7,1.87,184,156,71,1.19,Mixed,24.2,4.5,4,1,22.7,8.0,0.7522123894,6.017699115,570.7,Average,Normal,4.76
51,Female,84.2,1.76,165,141,68,1.01,Mixed,28.1,4.0,5,1,27.2,8.0,0.7525773196,6.020618557,512.0,High,Overweight,5.05
44,Female,82.4,1.65,181,134,77,1.0,Yoga,23.6,3.6,4,1,30.3,3.0,0.5480769231,1.644230769,135.5,Average,Obesity,4.0
58,Male,79.5,1.67,163,140,71,1.1,Mixed,12.1,4.4,5,2,28.4,8.0,0.75,6.0,524.7,Athletic / Very Fit,Overweight,5.5
18,Female,59.8,1.6,200,166,64,1.32,Mixed,10.9,4.6,7,3,23.5,8.0,0.75,6.0,473.6,Athletic / Very Fit,Normal,9.24
25,Male,56.3,1.77,195,176,70,0.63,HIIT,14.3,3.5,4,2,18.0,9.5,0.848,8.056,285.7,Athletic / Very Fit,Underweight,2.52
40,Female,76.3,1.74,184,166,67,0.83,HIIT,17.4,3.4,4,1,25.3,9.5,0.8461538462,8.038461538,509.1,Fit,Overweight,3.32
55,Female,70.7,1.63,169,154,69,0.7,HIIT,36.1,3.2,2,0,26.7,9.5,0.85,8.075,399.6,Very High,Overweight,1.4
23,Female,52.0,1.58,202,168,67,0.32,Mixed,14.6,3.8,5,1,20.9,8.0,0.7481481481,5.985185185,99.6,Athletic / Very Fit,Normal,1.6
39,Male,57.7,1.55,178,149,61,1.23,Mixed,18.4,4.7,7,3,24.1,8.0,0.7521367521,6.017094017,427.0,Fit,Normal,8.61
42,Female,74.9,1.78,179,144,63,1.0,Strength,24.8,3.5,7,2,23.7,6.0,0.6982758621,4.189655172,313.8,Average,Normal,7.0
35,Female,84.6,1.69,184,157,78,0.84,Mixed,22.9,3.7,2,0,29.6,8.0,0.7452830189,5.962264151,423.7,Average,Overweight,1.68
34,Male,91.0,1.7,187,157,66,0.9,Mixed,18.9,4.6,7,2,31.4,8.0,0.7520661157,6.016528926,492.8,Fit,Obesity,6.3
29,Male,73.3,1.6,188,158,68,0.41,Mixed,28.1,3.7,2,0,28.7,8.0,0.75,6.0,180.3,High,Overweight,0.82
23,Female,55.6,1.53,205,186,76,0.74,HIIT,13.9,3.6,3,1,23.7,9.5,0.8527131783,8.100775194,333.3,Athletic / Very Fit,Normal,2.2199999999999998
43,Male,90.2,1.78,177,148,62,1.09,Mixed,14.1,4.6,4,2,28.6,8.0,0.747826087,5.982608696,588.2,Athletic / Very Fit,Overweight,4.36
44,Female,75.4,1.68,175,160,74,0.99,HIIT,24.3,3.5,5,1,26.6,9.5,0.8514851485,8.089108911,603.8,Average,Overweight,4.95
25,Female,74.3,1.77,197,178,66,0.76,HIIT,21.3,3.7,3,1,23.7,9.5,0.8549618321,8.122137405,458.6,Average,Normal,2.2800000000000002
36,Male,87.2,1.64,190,136,71,0.39,Yoga,25.3,3.7,2,0,32.4,3.0,0.5462184874,1.638655462,55.7,High,Obesity,0.78
59,Male,57.7,1.66,161,139,70,0.74,Mixed,25.3,4.0,3,0,21.0,8.0,0.7582417582,6.065934066,259.0,High,Normal,2.2199999999999998
18,Female,81.0,1.75,200,179,58,0.77,HIIT,16.6,3.1,5,2,26.4,9.5,0.8521126761,8.095070423,504.9,Fit,Overweight,3.85
46,Male,84.1,1.75,178,160,58,0.63,HIIT,18.9,2.6,5,2,27.4,9.5,0.85,8.075,427.8,Fit,Overweight,3.15
52,Female,70.8,1.76,177,160,67,0.93,HIIT,31.7,3.5,5,2,22.9,9.5,0.8454545455,8.031818182,528.8,Very High,Normal,4.65
57,Male,71.5,1.65,170,145,70,0.78,Mixed,28.7,4.5,3,0,26.2,8.0,0.75,6.0,334.6,High,Overweight,2.34
31,Male,84.3,1.74,184,149,67,1.02,Strength,18.1,3.8,7,2,27.8,6.0,0.7008547009,4.205128205,361.6,Fit,Overweight,7.140000000000001
52,Male,80.1,1.79,172,148,76,0.69,Mixed,35.3,4.5,3,0,25.0,8.0,0.75,6.0,331.6,Very High,Overweight,2.07
37,Male,72.2,1.67,183,157,79,0.58,Mixed,21.0,4.5,2,0,25.9,8.0,0.75,6.0,251.3,Average,Overweight,1.16
30,Male,64.8,1.63,196,157,65,0.95,Strength,16.7,3.7,3,1,24.4,6.0,0.7022900763,4.213740458,259.4,Fit,Normal,2.8499999999999996
55,Female,89.5,1.81,174,149,75,1.11,Mixed,24.9,4.6,3,1,27.2,8.0,0.7474747475,5.97979798,594.1,Average,Overweight,3.33
25,Female,60.2,1.61,183,132,70,0.44,Yoga,24.8,3.6,3,0,23.1,3.0,0.5486725664,1.646017699,43.6,Average,Normal,1.32
37,Female,69.1,1.74,183,128,61,0.67,Yoga,25.2,3.8,2,0,22.8,3.0,0.5491803279,1.647540984,76.3,High,Normal,1.34
50,Male,67.5,1.67,168,144,71,0.73,Mixed,16.5,4.0,3,1,24.1,8.0,0.7525773196,6.020618557,296.7,Fit,Normal,2.19
43,Female,64.3,1.5,173,127,71,0.33,Yoga,25.1,3.6,2,0,28.7,3.0,0.5490196078,1.647058824,34.9,High,Overweight,0.66
56,Female,57.9,1.79,159,148,82,0.44,HIIT,33.1,2.2,2,0,18.0,9.5,0.8571428571,8.142857143,207.4,Very High,Underweight,0.88
38,Male,42.8,1.45,180,142,72,0.77,Cardio,16.1,3.4,5,1,20.4,7.0,0.6481481481,4.537037037,149.5,Fit,Normal,3.85
59,Male,72.7,1.48,160,138,75,0.69,Mixed,24.6,4.3,2,0,33.1,8.0,0.7411764706,5.929411765,297.4,Average,Obesity,1.38
58,Male,75.4,1.73,160,133,71,1.05,Strength,13.4,4.0,3,1,25.1,6.0,0.6966292135,4.179775281,330.9,Athletic / Very Fit,Overweight,3.1500000000000004
26,Female,67.2,1.73,184,165,58,1.42,HIIT,15.2,4.1,6,3,22.4,9.5,0.8492063492,8.067460317,769.8,Fit,Normal,8.52
41,Female,71.0,1.62,180,151,83,0.62,Strength,31.7,2.9,2,0,27.2,6.0,0.7010309278,4.206185567,185.2,Very High,Overweight,1.24
54,Male,59.9,1.69,171,137,57,0.98,Strength,8.8,3.9,7,3,20.9,6.0,0.701754386,4.210526316,247.2,Athletic / Very Fit,Normal,6.859999999999999
58,Female,37.8,1.45,159,131,77,0.78,Cardio,32.2,2.8,3,0,18.0,7.0,0.6585365854,4.609756098,135.9,Very High,Underweight,2.34
34,Female,77.9,1.75,178,130,71,0.53,Yoga,26.4,3.6,2,0,25.4,3.0,0.5514018692,1.654205607,68.3,High,Overweight,1.06
41,Male,61.3,1.7,179,145,65,1.05,Strength,18.9,3.4,4,2,21.1,6.0,0.701754386,4.210526316,271.0,Fit,Normal,4.2
38,Female,68.5,1.68,187,155,59,0.89,Mixed,24.7,4.5,5,2,24.4,8.0,0.75,6.0,365.8,Average,Normal,4.45
56,Male,71.6,1.68,165,141,71,0.68,Mixed,21.2,3.9,5,1,25.3,8.0,0.7446808511,5.957446809,290.1,Average,Overweight,3.4000000000000004
58,Female,73.5,1.73,158,146,75,0.9,HIIT,25.8,2.8,3,0,24.6,9.5,0.8554216867,8.126506024,537.6,High,Normal,2.7
56,Male,50.6,1.68,159,145,68,1.22,HIIT,21.2,3.6,5,2,18.0,9.5,0.8461538462,8.038461538,496.2,Average,Underweight,6.1
30,Female,53.7,1.49,194,154,62,0.58,Strength,20.5,3.3,7,3,24.1,6.0,0.696969697,4.181818182,130.2,Average,Normal,4.06
28,Female,93.0,1.9,191,145,60,1.35,Cardio,18.7,3.6,7,3,25.8,7.0,0.6488549618,4.541984733,570.2,Fit,Overweight,9.450000000000001
36,Male,59.6,1.8,181,136,80,0.68,Yoga,28.8,4.3,4,1,18.4,3.0,0.5544554455,1.663366337,67.4,High,Underweight,2.72
28,Male,43.3,1.55,189,146,65,1.19,Cardio,19.2,3.4,7,2,18.0,7.0,0.6532258065,4.572580645,235.6,Fit,Underweight,8.33
30,Male,53.4,1.65,191,147,65,0.51,Cardio,21.8,3.1,7,2,19.7,7.0,0.6507936508,4.555555556,124.1,Average,Normal,3.5700000000000003
18,Male,74.0,1.66,203,182,65,0.92,HIIT,16.8,3.5,7,2,27.0,9.5,0.847826087,8.054347826,548.3,Fit,Overweight,6.44
57,Female,57.5,1.79,163,117,61,1.19,Yoga,14.0,4.6,7,3,18.0,3.0,0.5490196078,1.647058824,112.7,Athletic / Very Fit,Underweight,8.33
36,Male,58.6,1.46,179,144,64,0.87,Strength,15.8,3.5,6,2,27.3,6.0,0.6956521739,4.173913043,212.8,Fit,Overweight,5.22
29,Male,67.9,1.63,186,143,63,1.25,Cardio,15.8,3.6,7,2,25.6,7.0,0.6504065041,4.552845528,386.4,Fit,Overweight,8.75
25,Male,52.0,1.5,192,156,74,0.56,Strength,21.3,3.2,5,1,23.0,6.0,0.6949152542,4.169491525,121.4,Average,Normal,2.8000000000000003
25,Male,49.3,1.65,196,177,70,1.07,HIIT,14.2,3.9,4,1,18.1,9.5,0.8492063492,8.067460317,425.6,Athletic / Very Fit,Underweight,4.28
29,Male,55.5,1.63,194,155,65,1.4,Strength,8.0,3.8,5,3,20.8,6.0,0.6976744186,4.186046512,325.3,Athletic / Very Fit,Normal,7.0
50,Female,77.3,1.69,177,149,66,0.4,Mixed,21.7,3.8,2,0,27.1,8.0,0.7477477477,5.981981982,185.0,Average,Overweight,0.8
43,Male,76.1,1.62,173,132,83,0.6,Yoga,26.9,3.5,3,0,29.0,3.0,0.5444444444,1.633333333,74.6,High,Overweight,1.7999999999999998
56,Male,51.2,1.6,168,137,79,0.81,Cardio,30.5,2.7,3,0,19.9,7.0,0.6516853933,4.561797753,189.2,Very High,Normal,2.43
45,Male,86.7,1.74,166,150,60,1.2,HIIT,9.8,3.9,7,3,28.6,9.5,0.8490566038,8.066037736,839.2,Athletic / Very Fit,Overweight,8.4
22,Female,79.6,1.73,200,159,65,1.15,Strength,18.3,3.4,7,2,26.7,6.0,0.6962962963,4.177777778,382.4,Fit,Overweight,8.049999999999999
25,Female,72.2,1.74,187,171,78,0.53,HIIT,22.8,3.6,3,0,24.0,9.5,0.8532110092,8.105504587,310.2,Average,Normal,1.59
42,Female,58.2,1.66,172,146,70,0.65,Mixed,29.7,4.2,3,0,21.0,8.0,0.7450980392,5.960784314,225.5,High,Normal,1.9500000000000002
44,Male,57.1,1.62,180,163,65,1.02,HIIT,19.6,3.8,7,2,21.7,9.5,0.852173913,8.095652174,471.5,Fit,Normal,7.140000000000001
40,Male,87.1,1.67,181,131,71,0.44,Yoga,15.3,3.8,5,1,31.3,3.0,0.5454545455,1.636363636,62.7,Fit,Obesity,2.2
47,Female,74.0,1.73,171,123,65,0.58,Yoga,32.9,3.9,3,0,24.7,3.0,0.5471698113,1.641509434,70.5,Very High,Normal,1.7399999999999998
40,Female,62.7,1.46,173,123,62,1.23,Yoga,18.8,4.4,7,3,29.3,3.0,0.5495495495,1.648648649,127.1,Fit,Overweight,8.61
37,Male,73.8,1.72,185,154,63,0.98,Mixed,27.9,4.5,4,1,25.0,8.0,0.7459016393,5.967213115,431.6,High,Overweight,3.92
35,Male,65.0,1.71,185,134,70,0.94,Yoga,16.2,4.3,4,2,22.2,3.0,0.5565217391,1.669565217,102.0,Fit,Normal,3.76
35,Male,74.9,1.69,189,158,67,1.04,Mixed,18.6,4.5,6,3,26.3,8.0,0.7459016393,5.967213115,464.8,Fit,Overweight,6.24
19,Female,90.5,1.67,192,154,83,0.75,Cardio,22.2,3.2,2,0,32.6,7.0,0.6513761468,4.559633028,309.5,Average,Obesity,1.5
21,Male,45.0,1.45,202,169,68,0.83,Mixed,25.5,4.1,3,1,21.4,8.0,0.7537313433,6.029850746,225.2,High,Normal,2.4899999999999998
47,Male,74.0,1.64,170,140,68,0.7,Strength,10.3,3.8,4,1,27.7,6.0,0.7058823529,4.235294118,219.4,Athletic / Very Fit,Overweight,2.8
50,Female,85.6,1.86,171,119,55,1.51,Yoga,15.4,4.8,7,3,24.8,3.0,0.5517241379,1.655172414,213.9,Fit,Normal,10.57
53,Female,51.5,1.68,167,153,78,0.62,HIIT,29.6,2.7,3,0,18.2,9.5,0.8426966292,8.005617978,255.6,High,Underweight,1.8599999999999999
35,Female,49.3,1.65,181,150,57,0.93,Mixed,18.0,4.6,5,2,18.1,8.0,0.75,6.0,275.1,Fit,Underweight,4.65
54,Male,62.8,1.68,164,129,63,0.68,Cardio,19.7,2.3,3,1,22.2,7.0,0.6534653465,4.574257426,195.3,Fit,Normal,2.04
36,Female,74.7,1.72,180,145,63,0.96,Strength,14.2,3.9,5,2,25.4,6.0,0.7008547009,4.205128205,301.6,Athletic / Very Fit,Overweight,4.8
45,Female,83.9,1.75,172,133,59,0.8,Cardio,14.9,3.6,7,2,27.5,7.0,0.6548672566,4.584070796,307.7,Athletic / Very Fit,Overweight,5.6000000000000005
57,Male,49.4,1.66,158,128,70,0.61,Cardio,24.5,2.5,2,0,18.0,7.0,0.6590909091,4.613636364,139.0,Average,Underweight,1.22
37,Male,79.0,1.72,185,152,75,0.45,Strength,27.4,3.2,2,0,26.6,6.0,0.7,4.2,149.3,High,Overweight,0.9
50,Female,80.3,1.85,166,127,79,0.57,Yoga,30.2,3.1,3,0,23.5,3.0,0.5517241379,1.655172414,75.8,Very High,Normal,1.71
29,Male,76.1,1.78,194,176,73,0.84,HIIT,21.0,3.1,3,1,24.0,9.5,0.8512396694,8.08677686,516.9,Average,Normal,2.52
32,Female,95.1,1.9,204,161,61,1.48,Strength,18.3,4.2,5,3,26.4,6.0,0.6993006993,4.195804196,590.6,Fit,Overweight,7.4
58,Male,80.7,1.61,161,125,81,0.9,Yoga,18.4,3.7,3,0,31.0,3.0,0.55,1.65,119.8,Fit,Obesity,2.7
56,Male,86.1,1.85,156,118,71,0.66,Yoga,16.1,3.5,3,1,25.2,3.0,0.5529411765,1.658823529,94.3,Fit,Overweight,1.98
19,Female,47.6,1.6,205,168,57,1.29,Mixed,23.1,4.4,6,3,18.6,8.0,0.75,6.0,368.4,Average,Normal,7.74
46,Female,68.4,1.72,176,122,56,1.31,Yoga,16.5,4.1,7,3,23.3,3.0,0.55,1.65,147.8,Fit,Normal,9.17
58,Female,84.3,1.75,161,133,68,1.05,Strength,26.0,4.2,7,2,27.4,6.0,0.6989247312,4.193548387,371.2,High,Overweight,7.3500000000000005
27,Male,73.1,1.63,191,132,59,1.04,Yoga,15.7,4.5,5,2,27.5,3.0,0.553030303,1.659090909,126.1,Fit,Overweight,5.2
19,Female,76.0,1.69,196,166,77,1.02,Mixed,33.8,3.9,2,0,26.7,8.0,0.7478991597,5.983193277,463.8,Very High,Overweight,2.04
28,Male,68.9,1.77,190,161,73,0.52,Mixed,19.9,3.6,3,0,22.0,8.0,0.7521367521,6.017094017,215.6,Fit,Normal,1.56
30,Male,48.0,1.61,186,169,71,0.4,HIIT,17.1,3.3,3,0,18.5,9.5,0.852173913,8.095652174,155.4,Fit,Normal,1.2000000000000002
27,Female,89.9,1.85,189,152,66,0.85,Strength,35.4,3.6,5,1,26.4,6.0,0.6991869919,4.195121951,320.6,Very High,Overweight,4.25
31,Male,45.5,1.54,192,157,75,0.67,Strength,23.0,3.7,3,1,19.1,6.0,0.7008547009,4.205128205,128.2,Average,Normal,2.0100000000000002
35,Male,94.0,1.87,190,171,66,0.7,HIIT,23.7,3.1,4,1,26.8,9.5,0.8467741935,8.044354839,529.3,Average,Overweight,2.8
26,Female,84.8,1.78,193,157,74,0.78,Strength,21.5,3.9,2,0,26.8,6.0,0.6974789916,4.18487395,276.8,Average,Overweight,1.56
56,Male,61.8,1.67,167,134,73,0.67,Cardio,25.6,3.2,2,0,22.1,7.0,0.6489361702,4.542553191,188.1,High,Normal,1.34
45,Male,63.3,1.64,185,159,80,0.47,Mixed,23.7,3.9,3,0,23.6,8.0,0.7523809524,6.019047619,179.1,Average,Normal,1.41
20,Female,65.8,1.63,196,151,68,1.47,Cardio,21.9,3.8,6,3,24.8,7.0,0.6484375,4.5390625,439.0,Average,Normal,8.82
37,Female,59.8,1.67,175,125,65,1.0,Yoga,23.9,3.9,7,3,21.5,3.0,0.5454545455,1.636363636,97.9,Average,Normal,7.0
23,Male,51.8,1.68,201,182,73,0.95,HIIT,29.6,2.8,3,0,18.5,9.5,0.8515625,8.08984375,398.1,High,Normal,2.8499999999999996
44,Male,77.7,1.81,172,139,77,0.71,Cardio,25.1,2.8,3,0,23.8,7.0,0.6526315789,4.568421053,252.0,High,Normal,2.13
19,Male,85.5,1.88,198,134,55,1.14,Yoga,8.5,4.1,7,3,24.3,3.0,0.5524475524,1.657342657,161.5,Athletic / Very Fit,Normal,7.9799999999999995
46,Male,85.1,1.7,175,145,76,0.71,Strength,24.0,3.1,2,0,29.4,6.0,0.696969697,4.181818182,252.7,Average,Overweight,1.42
55,Female,53.1,1.6,171,136,55,0.96,Strength,12.3,3.6,7,3,20.9,6.0,0.6982758621,4.189655172,213.6,Athletic / Very Fit,Normal,6.72
20,Male,74.7,1.63,201,142,71,0.93,Yoga,25.7,4.0,3,1,28.3,3.0,0.5461538462,1.638461538,113.8,High,Overweight,2.79
33,Male,53.6,1.66,176,128,70,1.08,Yoga,25.6,4.4,3,1,19.4,3.0,0.5471698113,1.641509434,95.0,High,Normal,3.24
47,Male,46.3,1.58,175,126,67,0.93,Yoga,22.2,4.2,5,2,18.6,3.0,0.5462962963,1.638888889,70.6,Average,Normal,4.65
57,Male,55.6,1.56,164,124,75,0.48,Yoga,24.7,3.4,3,0,22.8,3.0,0.5505617978,1.651685393,44.1,Average,Normal,1.44
19,Female,72.3,1.89,197,144,79,0.67,Yoga,35.4,4.3,3,0,20.2,3.0,0.5508474576,1.652542373,80.1,Very High,Normal,2.0100000000000002
34,Male,54.3,1.71,177,160,61,0.94,HIIT,22.7,3.8,5,2,18.6,9.5,0.8534482759,8.107758621,413.8,Average,Normal,4.699999999999999
58,Female,81.0,1.6,160,117,64,1.12,Yoga,15.5,4.5,6,3,31.8,3.0,0.5520833333,1.65625,150.3,Fit,Obesity,6.720000000000001
29,Female,68.9,1.76,179,146,67,0.78,Strength,14.8,3.2,4,2,22.2,6.0,0.7053571429,4.232142857,227.4,Athletic / Very Fit,Normal,3.12
52,Female,81.1,1.56,159,132,70,1.02,Strength,17.9,3.9,6,2,33.2,6.0,0.6966292135,4.179775281,345.8,Fit,Obesity,6.12
18,Female,49.4,1.57,195,176,66,0.97,HIIT,11.1,3.8,7,3,20.0,9.5,0.8527131783,8.100775194,388.2,Athletic / Very Fit,Normal,6.79
32,Female,46.1,1.6,182,132,70,0.32,Yoga,21.8,3.0,2,0,18.0,3.0,0.5535714286,1.660714286,24.5,Average,Underweight,0.64
43,Male,99.3,1.85,181,154,73,0.9,Mixed,20.4,4.6,3,1,29.2,8.0,0.75,6.0,536.2,Average,Overweight,2.7
54,Female,57.8,1.65,165,136,69,0.41,Strength,27.3,2.9,3,0,21.1,6.0,0.6979166667,4.1875,99.2,High,Normal,1.23
38,Female,51.6,1.45,184,137,81,0.55,Yoga,26.0,3.3,2,0,24.6,3.0,0.5436893204,1.631067961,46.3,High,Normal,1.1
48,Female,60.3,1.8,173,145,61,1.13,Mixed,18.6,4.5,5,2,18.6,8.0,0.75,6.0,408.8,Fit,Normal,5.6499999999999995
42,Male,64.9,1.65,170,146,73,0.73,Mixed,30.2,4.3,3,0,23.8,8.0,0.7525773196,6.020618557,285.2,Very High,Normal,2.19
40,Female,41.4,1.5,177,142,76,0.42,Cardio,25.9,2.4,2,0,18.5,7.0,0.6534653465,4.574257426,79.5,High,Normal,0.84
41,Male,64.4,1.65,178,152,74,0.62,Mixed,20.2,3.3,4,1,23.7,8.0,0.75,6.0,239.6,Average,Normal,2.48
55,Female,66.3,1.73,164,142,77,0.91,Mixed,32.7,4.7,2,0,22.1,8.0,0.7471264368,5.977011494,360.6,Very High,Normal,1.82
45,Female,73.8,1.72,177,148,79,0.91,Strength,19.7,3.5,3,0,24.9,6.0,0.7040816327,4.224489796,283.7,Fit,Normal,2.73
38,Male,91.7,1.86,187,159,75,0.51,Mixed,27.8,3.6,3,0,26.5,8.0,0.75,6.0,280.6,High,Overweight,1.53
35,Male,63.5,1.59,187,155,61,1.25,Mixed,8.0,4.7,7,3,25.0,8.0,0.746031746,5.968253968,473.7,Athletic / Very Fit,Overweight,8.75
53,Male,73.2,1.68,176,140,56,1.24,Strength,11.8,3.8,6,2,25.8,6.0,0.7,4.2,381.2,Athletic / Very Fit,Overweight,7.4399999999999995
52,Female,61.1,1.61,170,133,65,1.37,Cardio,17.0,3.9,6,3,23.6,7.0,0.6476190476,4.533333333,379.5,Fit,Normal,8.22
26,Male,51.8,1.53,191,145,59,1.01,Cardio,11.1,3.4,7,3,22.3,7.0,0.6515151515,4.560606061,238.6,Athletic / Very Fit,Normal,7.07
55,Male,80.9,1.77,171,120,58,1.02,Yoga,8.5,4.2,7,3,25.9,3.0,0.5486725664,1.646017699,135.8,Athletic / Very Fit,Overweight,7.140000000000001
47,Male,70.2,1.73,167,130,85,0.44,Yoga,28.4,3.7,3,0,23.6,3.0,0.5487804878,1.646341463,50.9,High,Normal,1.32
51,Male,69.2,1.71,172,143,55,1.27,Mixed,16.7,5.0,7,3,23.7,8.0,0.7521367521,6.017094017,528.8,Fit,Normal,8.89
49,Male,75.9,1.72,170,145,70,0.83,Mixed,23.5,4.5,5,1,25.6,8.0,0.75,6.0,378.0,Average,Overweight,4.1499999999999995
20,Female,51.6,1.61,196,136,64,1.23,Yoga,22.5,4.6,2,0,19.9,3.0,0.5454545455,1.636363636,103.9,Average,Normal,2.46
20,Male,74.1,1.58,201,141,67,1.2,Yoga,12.8,3.9,7,2,29.7,3.0,0.552238806,1.656716418,147.3,Athletic / Very Fit,Overweight,8.4
45,Female,65.2,1.68,174,148,72,0.92,Mixed,25.2,4.3,3,0,23.0,8.0,0.7450980392,5.960784314,357.6,High,Normal,2.7600000000000002
